community_area_id,community_area_name,weekday,hour,trip_count,avg_fare_cents
16,Irving Park,4,10,45,1472
16,Irving Park,4,11,60,1483
16,Irving Park,4,12,64,1494
16,Irving Park,4,13,58,1505
16,Irving Park,4,14,50,1516
16,Irving Park,4,15,46,1527
16,Irving Park,4,16,89,1538
16,Irving Park,4,17,96,1549
16,Irving Park,4,18,87,1560
16,Irving Park,4,19,93,1571
16,Irving Park,4,20,57,1582
16,Irving Park,4,21,61,1593
16,Irving Park,4,22,65,1854
16,Irving Park,4,23,31,1865
16,Irving Park,5,0,33,1892
16,Irving Park,5,1,29,1903
16,Irving Park,5,2,16,1914
16,Irving Park,5,3,17,1925
16,Irving Park,5,4,16,1936
16,Irving Park,5,5,17,1947
16,Irving Park,5,6,46,1708
16,Irving Park,5,7,73,1719
16,Irving Park,5,8,78,1550
16,Irving Park,5,9,71,1561
16,Irving Park,5,10,51,1572
16,Irving Park,5,11,57,1583
16,Irving Park,5,12,62,1594
16,Irving Park,5,13,56,1605
16,Irving Park,5,14,48,1616
16,Irving Park,5,15,52,1627
16,Irving Park,5,16,86,1638
16,Irving Park,5,17,92,1649
16,Irving Park,5,18,83,1660
16,Irving Park,5,19,89,1671
16,Irving Park,5,20,65,1682
16,Irving Park,5,21,59,1693
16,Irving Park,5,22,63,1954
16,Irving Park,5,23,30,1965
16,Irving Park,6,0,30,1892
16,Irving Park,6,1,32,1903
16,Irving Park,6,2,15,1914
16,Irving Park,6,3,16,1925
16,Irving Park,6,4,14,1936
16,Irving Park,6,5,15,1947
16,Irving Park,6,6,50,1708
16,Irving Park,6,7,66,1719
16,Irving Park,6,8,71,1550
16,Irving Park,6,9,64,1561
16,Irving Park,6,10,47,1572
16,Irving Park,6,11,62,1583
16,Irving Park,6,12,56,1594
16,Irving Park,6,13,60,1605
16,Irving Park,6,14,44,1616
16,Irving Park,6,15,47,1627
16,Irving Park,6,16,78,1638
16,Irving Park,6,17,84,1649
16,Irving Park,6,18,90,1660
16,Irving Park,6,19,81,1671
16,Irving Park,6,20,59,1682
16,Irving Park,6,21,53,1693
16,Irving Park,6,22,57,1954
16,Irving Park,6,23,32,1965
17,Dunning,0,0,18,1809
17,Dunning,0,1,20,1820
17,Dunning,0,2,11,1831
17,Dunning,0,3,10,1842
17,Dunning,0,4,11,1853
17,Dunning,0,5,9,1864
17,Dunning,0,6,31,1625
17,Dunning,0,7,49,1456
17,Dunning,0,8,44,1467
17,Dunning,0,9,47,1478
17,Dunning,0,10,29,1489
17,Dunning,0,11,39,1500
17,Dunning,0,12,41,1511
17,Dunning,0,13,38,1522
17,Dunning,0,14,33,1533
17,Dunning,0,15,29,1544
17,Dunning,0,16,58,1555
17,Dunning,0,17,52,1566
17,Dunning,0,18,56,1577
17,Dunning,0,19,60,1588
17,Dunning,0,20,37,1599
17,Dunning,0,21,39,1610
17,Dunning,0,22,36,1871
17,Dunning,0,23,20,1702
17,Dunning,1,0,22,1809
17,Dunning,1,1,20,1820
17,Dunning,1,2,11,1831
17,Dunning,1,3,10,1842
17,Dunning,1,4,11,1853
17,Dunning,1,5,11,1864
17,Dunning,1,6,31,1625
17,Dunning,1,7,49,1456
17,Dunning,1,8,45,1467
17,Dunning,1,9,48,1478
17,Dunning,1,10,35,1489
17,Dunning,1,11,39,1500
17,Dunning,1,12,42,1511
17,Dunning,1,13,38,1522
17,Dunning,1,14,33,1533
17,Dunning,1,15,35,1544
17,Dunning,1,16,58,1555
17,Dunning,1,17,62,1566
17,Dunning,1,18,57,1577
17,Dunning,1,19,61,1588
17,Dunning,1,20,37,1599
17,Dunning,1,21,40,1610
17,Dunning,1,22,43,1871
17,Dunning,1,23,20,1702
17,Dunning,2,0,21,1809
17,Dunning,2,1,23,1820
17,Dunning,2,2,11,1831
17,Dunning,2,3,11,1842
17,Dunning,2,4,10,1853
17,Dunning,2,5,11,1864
17,Dunning,2,6,30,1625
17,Dunning,2,7,48,1456
17,Dunning,2,8,51,1467
17,Dunning,2,9,46,1478
17,Dunning,2,10,34,1489
17,Dunning,2,11,37,1500
17,Dunning,2,12,40,1511
17,Dunning,2,13,43,1522
17,Dunning,2,14,32,1533
17,Dunning,2,15,34,1544
17,Dunning,2,16,56,1555
17,Dunning,2,17,60,1566
17,Dunning,2,18,64,1577
17,Dunning,2,19,58,1588
17,Dunning,2,20,42,1599
17,Dunning,2,21,38,1610
17,Dunning,2,22,41,1871
17,Dunning,2,23,19,1702
17,Dunning,3,0,20,1809
17,Dunning,3,1,22,1820
17,Dunning,3,2,10,1831
17,Dunning,3,3,11,1842
17,Dunning,3,4,12,1853
17,Dunning,3,5,11,1864
17,Dunning,3,6,34,1625
17,Dunning,3,7,46,1456
17,Dunning,3,8,49,1467
17,Dunning,3,9,44,1478
17,Dunning,3,10,32,1489
17,Dunning,3,11,43,1500
17,Dunning,3,12,39,1511
17,Dunning,3,13,42,1522
17,Dunning,3,14,30,1533
17,Dunning,3,15,33,1544
17,Dunning,3,16,64,1555
17,Dunning,3,17,58,1566
17,Dunning,3,18,62,1577
17,Dunning,3,19,56,1588
17,Dunning,3,20,41,1599
17,Dunning,3,21,44,1610
17,Dunning,3,22,40,1871
17,Dunning,3,23,22,1702
17,Dunning,4,0,20,1809
17,Dunning,4,1,21,1820
17,Dunning,4,2,12,1831
17,Dunning,4,3,10,1842
17,Dunning,4,4,11,1853
17,Dunning,4,5,10,1864
17,Dunning,4,6,33,1625
17,Dunning,4,7,52,1456
17,Dunning,4,8,47,1467
17,Dunning,4,9,50,1478
17,Dunning,4,10,31,1489
17,Dunning,4,11,41,1500
17,Dunning,4,12,37,1511
17,Dunning,4,13,40,1522
17,Dunning,4,14,35,1533
17,Dunning,4,15,31,1544
17,Dunning,4,16,61,1555
17,Dunning,4,17,55,1566
17,Dunning,4,18,60,1577
17,Dunning,4,19,64,1588
17,Dunning,4,20,39,1599
17,Dunning,4,21,42,1610
17,Dunning,4,22,38,1871
17,Dunning,4,23,21,1702
17,Dunning,5,0,22,1909
17,Dunning,5,1,20,1920
17,Dunning,5,2,11,1931
17,Dunning,5,3,10,1942
17,Dunning,5,4,11,1953
17,Dunning,5,5,12,1964
17,Dunning,5,6,32,1725
17,Dunning,5,7,50,1556
17,Dunning,5,8,45,1567
17,Dunning,5,9,48,1578
17,Dunning,5,10,35,1589
17,Dunning,5,11,40,1600
17,Dunning,5,12,42,1611
17,Dunning,5,13,38,1622
17,Dunning,5,14,33,1633
17,Dunning,5,15,30,1644
17,Dunning,5,16,59,1655
17,Dunning,5,17,63,1666
17,Dunning,5,18,57,1677
17,Dunning,5,19,61,1688
17,Dunning,5,20,37,1699
17,Dunning,5,21,40,1710
17,Dunning,5,22,43,1971
17,Dunning,5,23,20,1802
17,Dunning,6,0,20,1909
17,Dunning,6,1,18,1920
17,Dunning,6,2,10,1931
17,Dunning,6,3,11,1942
17,Dunning,6,4,10,1953
17,Dunning,6,5,11,1964
17,Dunning,6,6,29,1725
17,Dunning,6,7,46,1556
17,Dunning,6,8,49,1567
17,Dunning,6,9,44,1578
17,Dunning,6,10,32,1589
17,Dunning,6,11,36,1600
17,Dunning,6,12,39,1611
17,Dunning,6,13,41,1622
17,Dunning,6,14,30,1633
17,Dunning,6,15,33,1644
17,Dunning,6,16,54,1655
17,Dunning,6,17,58,1666
17,Dunning,6,18,52,1677
17,Dunning,6,19,56,1688
17,Dunning,6,20,41,1699
17,Dunning,6,21,37,1710
17,Dunning,6,22,39,1971
17,Dunning,6,23,19,1802
18,Montclare,0,0,13,1826
18,Montclare,0,1,14,1837
18,Montclare,0,2,6,1848
18,Montclare,0,3,7,1859
18,Montclare,0,4,7,1870
18,Montclare,0,5,7,1701
18,Montclare,0,6,22,1462
18,Montclare,0,7,29,1473
18,Montclare,0,8,31,1484
18,Montclare,0,9,34,1495
18,Montclare,0,10,21,1506
18,Montclare,0,11,27,1517
18,Montclare,0,12,25,1528
18,Montclare,0,13,27,1539
18,Montclare,0,14,23,1550
18,Montclare,0,15,21,1561
18,Montclare,0,16,41,1572
18,Montclare,0,17,37,1583
18,Montclare,0,18,40,1594
18,Montclare,0,19,36,1605
18,Montclare,0,20,26,1616
18,Montclare,0,21,28,1627
18,Montclare,0,22,25,1708
18,Montclare,0,23,14,1719
18,Montclare,1,0,16,1826
18,Montclare,1,1,14,1837
18,Montclare,1,2,8,1848
18,Montclare,1,3,7,1859
18,Montclare,1,4,8,1870
18,Montclare,1,5,7,1701
18,Montclare,1,6,22,1462
18,Montclare,1,7,35,1473
18,Montclare,1,8,32,1484
18,Montclare,1,9,34,1495
18,Montclare,1,10,21,1506
18,Montclare,1,11,28,1517
18,Montclare,1,12,30,1528
18,Montclare,1,13,27,1539
18,Montclare,1,14,23,1550
18,Montclare,1,15,21,1561
18,Montclare,1,16,41,1572
18,Montclare,1,17,44,1583
18,Montclare,1,18,40,1594
18,Montclare,1,19,43,1605
18,Montclare,1,20,26,1616
18,Montclare,1,21,28,1627
18,Montclare,1,22,26,1708
18,Montclare,1,23,14,1719
18,Montclare,2,0,15,1826
18,Montclare,2,1,14,1837
18,Montclare,2,2,7,1848
18,Montclare,2,3,8,1859
18,Montclare,2,4,7,1870
18,Montclare,2,5,8,1701
18,Montclare,2,6,21,1462
18,Montclare,2,7,34,1473
18,Montclare,2,8,30,1484
18,Montclare,2,9,33,1495
18,Montclare,2,10,24,1506
18,Montclare,2,11,27,1517
18,Montclare,2,12,29,1528
18,Montclare,2,13,26,1539
18,Montclare,2,14,22,1550
18,Montclare,2,15,24,1561
18,Montclare,2,16,40,1572
18,Montclare,2,17,43,1583
18,Montclare,2,18,38,1594
18,Montclare,2,19,41,1605
18,Montclare,2,20,30,1616
18,Montclare,2,21,27,1627
18,Montclare,2,22,29,1708
18,Montclare,2,23,14,1719
18,Montclare,3,0,15,1826
18,Montclare,3,1,16,1837
18,Montclare,3,2,7,1848
18,Montclare,3,3,8,1859
18,Montclare,3,4,7,1870
18,Montclare,3,5,7,1701
18,Montclare,3,6,24,1462
18,Montclare,3,7,32,1473
18,Montclare,3,8,35,1484
18,Montclare,3,9,31,1495
18,Montclare,3,10,23,1506
18,Montclare,3,11,26,1517
18,Montclare,3,12,27,1528
18,Montclare,3,13,29,1539
18,Montclare,3,14,22,1550
18,Montclare,3,15,23,1561
18,Montclare,3,16,38,1572
18,Montclare,3,17,41,1583
18,Montclare,3,18,44,1594
18,Montclare,3,19,40,1605
18,Montclare,3,20,29,1616
18,Montclare,3,21,26,1627
18,Montclare,3,22,28,1708
18,Montclare,3,23,16,1719
18,Montclare,4,0,14,1826
18,Montclare,4,1,15,1837
18,Montclare,4,2,7,1848
18,Montclare,4,3,7,1859
18,Montclare,4,4,8,1870
18,Montclare,4,5,7,1701
18,Montclare,4,6,23,1462
18,Montclare,4,7,31,1473
18,Montclare,4,8,33,1484
18,Montclare,4,9,36,1495
18,Montclare,4,10,22,1506
18,Montclare,4,11,29,1517
18,Montclare,4,12,26,1528
18,Montclare,4,13,28,1539
18,Montclare,4,14,21,1550
18,Montclare,4,15,22,1561
18,Montclare,4,16,43,1572
18,Montclare,4,17,39,1583
18,Montclare,4,18,42,1594
18,Montclare,4,19,38,1605
18,Montclare,4,20,28,1616
18,Montclare,4,21,30,1627
18,Montclare,4,22,27,1708
18,Montclare,4,23,15,1719
18,Montclare,5,0,13,1926
18,Montclare,5,1,14,1937
18,Montclare,5,2,8,1948
18,Montclare,5,3,7,1959
18,Montclare,5,4,8,1970
18,Montclare,5,5,7,1801
18,Montclare,5,6,22,1562
18,Montclare,5,7,35,1573
18,Montclare,5,8,32,1584
18,Montclare,5,9,34,1595
18,Montclare,5,10,21,1606
18,Montclare,5,11,28,1617
18,Montclare,5,12,30,1628
18,Montclare,5,13,27,1639
18,Montclare,5,14,24,1650
18,Montclare,5,15,21,1661
18,Montclare,5,16,42,1672
18,Montclare,5,17,38,1683
18,Montclare,5,18,41,1694
18,Montclare,5,19,43,1705
18,Montclare,5,20,27,1716
18,Montclare,5,21,29,1727
18,Montclare,5,22,26,1808
18,Montclare,5,23,15,1819
18,Montclare,6,0,14,1926
18,Montclare,6,1,13,1937
18,Montclare,6,2,7,1948
18,Montclare,6,3,6,1959
18,Montclare,6,4,7,1970
18,Montclare,6,5,7,1801
18,Montclare,6,6,20,1562
18,Montclare,6,7,32,1573
18,Montclare,6,8,29,1584
18,Montclare,6,9,31,1595
18,Montclare,6,10,23,1606
18,Montclare,6,11,26,1617
18,Montclare,6,12,27,1628
18,Montclare,6,13,25,1639
18,Montclare,6,14,22,1650
18,Montclare,6,15,23,1661
18,Montclare,6,16,38,1672
18,Montclare,6,17,41,1683
18,Montclare,6,18,37,1694
18,Montclare,6,19,40,1705
18,Montclare,6,20,24,1716
18,Montclare,6,21,26,1727
18,Montclare,6,22,28,1808
18,Montclare,6,23,13,1819
19,Belmont Cragin,0,0,26,1843
19,Belmont Cragin,0,1,28,1854
19,Belmont Cragin,0,2,13,1865
19,Belmont Cragin,0,3,14,1876
19,Belmont Cragin,0,4,12,1707
19,Belmont Cragin,0,5,13,1718
19,Belmont Cragin,0,6,43,1479
19,Belmont Cragin,0,7,57,1490
19,Belmont Cragin,0,8,62,1501
19,Belmont Cragin,0,9,56,1512
19,Belmont Cragin,0,10,41,1523
19,Belmont Cragin,0,11,54,1534
19,Belmont Cragin,0,12,49,1545
19,Belmont Cragin,0,13,52,1556
19,Belmont Cragin,0,14,38,1567
19,Belmont Cragin,0,15,41,1578
19,Belmont Cragin,0,16,80,1589
19,Belmont Cragin,0,17,73,1600
19,Belmont Cragin,0,18,78,1611
19,Belmont Cragin,0,19,71,1622
19,Belmont Cragin,0,20,51,1453
19,Belmont Cragin,0,21,46,1464
19,Belmont Cragin,0,22,50,1725
19,Belmont Cragin,0,23,28,1736
19,Belmont Cragin,1,0,26,1843
19,Belmont Cragin,1,1,28,1854
19,Belmont Cragin,1,2,15,1865
19,Belmont Cragin,1,3,14,1876
19,Belmont Cragin,1,4,15,1707
19,Belmont Cragin,1,5,13,1718
19,Belmont Cragin,1,6,44,1479
19,Belmont Cragin,1,7,58,1490
19,Belmont Cragin,1,8,62,1501
19,Belmont Cragin,1,9,67,1512
19,Belmont Cragin,1,10,41,1523
19,Belmont Cragin,1,11,55,1534
19,Belmont Cragin,1,12,49,1545
19,Belmont Cragin,1,13,53,1556
19,Belmont Cragin,1,14,46,1567
19,Belmont Cragin,1,15,42,1578
19,Belmont Cragin,1,16,81,1589
19,Belmont Cragin,1,17,73,1600
19,Belmont Cragin,1,18,79,1611
19,Belmont Cragin,1,19,84,1622
19,Belmont Cragin,1,20,52,1453
19,Belmont Cragin,1,21,56,1464
19,Belmont Cragin,1,22,50,1725
19,Belmont Cragin,1,23,28,1736
19,Belmont Cragin,2,0,30,1843
19,Belmont Cragin,2,1,27,1854
19,Belmont Cragin,2,2,15,1865
19,Belmont Cragin,2,3,13,1876
19,Belmont Cragin,2,4,14,1707
19,Belmont Cragin,2,5,15,1718
19,Belmont Cragin,2,6,42,1479
19,Belmont Cragin,2,7,66,1490
19,Belmont Cragin,2,8,60,1501
19,Belmont Cragin,2,9,64,1512
19,Belmont Cragin,2,10,39,1523
19,Belmont Cragin,2,11,52,1534
19,Belmont Cragin,2,12,56,1545
19,Belmont Cragin,2,13,51,1556
19,Belmont Cragin,2,14,44,1567
19,Belmont Cragin,2,15,40,1578
19,Belmont Cragin,2,16,78,1589
19,Belmont Cragin,2,17,84,1600
19,Belmont Cragin,2,18,76,1611
19,Belmont Cragin,2,19,81,1622
19,Belmont Cragin,2,20,50,1453
19,Belmont Cragin,2,21,53,1464
19,Belmont Cragin,2,22,57,1725
19,Belmont Cragin,2,23,27,1736
19,Belmont Cragin,3,0,29,1843
19,Belmont Cragin,3,1,26,1854
19,Belmont Cragin,3,2,14,1865
19,Belmont Cragin,3,3,15,1876
19,Belmont Cragin,3,4,14,1707
19,Belmont Cragin,3,5,15,1718
19,Belmont Cragin,3,6,40,1479
19,Belmont Cragin,3,7,64,1490
19,Belmont Cragin,3,8,68,1501
19,Belmont Cragin,3,9,62,1512
19,Belmont Cragin,3,10,45,1523
19,Belmont Cragin,3,11,50,1534
19,Belmont Cragin,3,12,54,1545
19,Belmont Cragin,3,13,49,1556
19,Belmont Cragin,3,14,42,1567
19,Belmont Cragin,3,15,45,1578
19,Belmont Cragin,3,16,75,1589
19,Belmont Cragin,3,17,80,1600
19,Belmont Cragin,3,18,73,1611
19,Belmont Cragin,3,19,78,1622
19,Belmont Cragin,3,20,57,1453
19,Belmont Cragin,3,21,51,1464
19,Belmont Cragin,3,22,55,1725
19,Belmont Cragin,3,23,26,1736
19,Belmont Cragin,4,0,27,1843
19,Belmont Cragin,4,1,29,1854
19,Belmont Cragin,4,2,14,1865
19,Belmont Cragin,4,3,15,1876
19,Belmont Cragin,4,4,13,1707
19,Belmont Cragin,4,5,14,1718
19,Belmont Cragin,4,6,46,1479
19,Belmont Cragin,4,7,61,1490
19,Belmont Cragin,4,8,66,1501
19,Belmont Cragin,4,9,59,1512
19,Belmont Cragin,4,10,43,1523
19,Belmont Cragin,4,11,57,1534
19,Belmont Cragin,4,12,52,1545
19,Belmont Cragin,4,13,56,1556
19,Belmont Cragin,4,14,41,1567
19,Belmont Cragin,4,15,44,1578
19,Belmont Cragin,4,16,72,1589
19,Belmont Cragin,4,17,77,1600
19,Belmont Cragin,4,18,83,1611
19,Belmont Cragin,4,19,75,1622
19,Belmont Cragin,4,20,55,1453
19,Belmont Cragin,4,21,49,1464
19,Belmont Cragin,4,22,53,1725
19,Belmont Cragin,4,23,30,1736
19,Belmont Cragin,5,0,26,1943
19,Belmont Cragin,5,1,28,1954
19,Belmont Cragin,5,2,13,1965
19,Belmont Cragin,5,3,14,1976
19,Belmont Cragin,5,4,15,1807
19,Belmont Cragin,5,5,14,1818
19,Belmont Cragin,5,6,44,1579
19,Belmont Cragin,5,7,59,1590
19,Belmont Cragin,5,8,63,1601
19,Belmont Cragin,5,9,67,1612
19,Belmont Cragin,5,10,42,1623
19,Belmont Cragin,5,11,55,1634
19,Belmont Cragin,5,12,50,1645
19,Belmont Cragin,5,13,53,1656
19,Belmont Cragin,5,14,46,1667
19,Belmont Cragin,5,15,42,1678
19,Belmont Cragin,5,16,82,1689
19,Belmont Cragin,5,17,74,1700
19,Belmont Cragin,5,18,80,1711
19,Belmont Cragin,5,19,72,1722
19,Belmont Cragin,5,20,52,1553
19,Belmont Cragin,5,21,56,1564
19,Belmont Cragin,5,22,51,1825
19,Belmont Cragin,5,23,29,1836
19,Belmont Cragin,6,0,28,1943
19,Belmont Cragin,6,1,26,1954
19,Belmont Cragin,6,2,14,1965
19,Belmont Cragin,6,3,13,1976
19,Belmont Cragin,6,4,14,1807
19,Belmont Cragin,6,5,12,1818
19,Belmont Cragin,6,6,40,1579
19,Belmont Cragin,6,7,63,1590
19,Belmont Cragin,6,8,57,1601
19,Belmont Cragin,6,9,62,1612
19,Belmont Cragin,6,10,38,1623
19,Belmont Cragin,6,11,50,1634
19,Belmont Cragin,6,12,54,1645
19,Belmont Cragin,6,13,49,1656
19,Belmont Cragin,6,14,42,1667
19,Belmont Cragin,6,15,38,1678
19,Belmont Cragin,6,16,75,1689
19,Belmont Cragin,6,17,80,1700
19,Belmont Cragin,6,18,73,1711
19,Belmont Cragin,6,19,78,1722
19,Belmont Cragin,6,20,48,1553
19,Belmont Cragin,6,21,51,1564
19,Belmont Cragin,6,22,46,1825
19,Belmont Cragin,6,23,26,1836
20,Hermosa,0,0,19,1860
20,Hermosa,0,1,20,1871
20,Hermosa,0,2,9,1702
20,Hermosa,0,3,10,1713
20,Hermosa,0,4,9,1724
20,Hermosa,0,5,10,1735
20,Hermosa,0,6,27,1496
20,Hermosa,0,7,42,1507
20,Hermosa,0,8,45,1518
20,Hermosa,0,9,41,1529
20,Hermosa,0,10,30,1540
20,Hermosa,0,11,33,1551
20,Hermosa,0,12,36,1562
20,Hermosa,0,13,38,1573
20,Hermosa,0,14,28,1584
20,Hermosa,0,15,30,1595
20,Hermosa,0,16,50,1606
20,Hermosa,0,17,54,1617
20,Hermosa,0,18,57,1628
20,Hermosa,0,19,52,1459
20,Hermosa,0,20,38,1470
20,Hermosa,0,21,34,1481
20,Hermosa,0,22,37,1742
20,Hermosa,0,23,17,1753
20,Hermosa,1,0,19,1860
20,Hermosa,1,1,21,1871
20,Hermosa,1,2,9,1702
20,Hermosa,1,3,10,1713
20,Hermosa,1,4,11,1724
20,Hermosa,1,5,10,1735
20,Hermosa,1,6,32,1496
20,Hermosa,1,7,43,1507
20,Hermosa,1,8,46,1518
20,Hermosa,1,9,41,1529
20,Hermosa,1,10,30,1540
20,Hermosa,1,11,40,1551
20,Hermosa,1,12,36,1562
20,Hermosa,1,13,39,1573
20,Hermosa,1,14,28,1584
20,Hermosa,1,15,31,1595
20,Hermosa,1,16,60,1606
20,Hermosa,1,17,54,1617
20,Hermosa,1,18,58,1628
20,Hermosa,1,19,52,1459
20,Hermosa,1,20,38,1470
20,Hermosa,1,21,41,1481
20,Hermosa,1,22,37,1742
20,Hermosa,1,23,21,1753
20,Hermosa,2,0,18,1860
20,Hermosa,2,1,20,1871
20,Hermosa,2,2,11,1702
20,Hermosa,2,3,10,1713
20,Hermosa,2,4,10,1724
20,Hermosa,2,5,9,1735
20,Hermosa,2,6,31,1496
20,Hermosa,2,7,49,1507
20,Hermosa,2,8,44,1518
20,Hermosa,2,9,47,1529
20,Hermosa,2,10,29,1540
20,Hermosa,2,11,39,1551
20,Hermosa,2,12,35,1562
20,Hermosa,2,13,37,1573
20,Hermosa,2,14,32,1584
20,Hermosa,2,15,29,1595
20,Hermosa,2,16,57,1606
20,Hermosa,2,17,52,1617
20,Hermosa,2,18,56,1628
20,Hermosa,2,19,60,1459
20,Hermosa,2,20,37,1470
20,Hermosa,2,21,39,1481
20,Hermosa,2,22,36,1742
20,Hermosa,2,23,20,1753
20,Hermosa,3,0,21,1860
20,Hermosa,3,1,19,1871
20,Hermosa,3,2,10,1702
20,Hermosa,3,3,9,1713
20,Hermosa,3,4,10,1724
20,Hermosa,3,5,11,1735
20,Hermosa,3,6,30,1496
20,Hermosa,3,7,47,1507
20,Hermosa,3,8,42,1518
20,Hermosa,3,9,45,1529
20,Hermosa,3,10,33,1540
20,Hermosa,3,11,37,1551
20,Hermosa,3,12,40,1562
20,Hermosa,3,13,36,1573
20,Hermosa,3,14,31,1584
20,Hermosa,3,15,28,1595
20,Hermosa,3,16,55,1606
20,Hermosa,3,17,59,1617
20,Hermosa,3,18,54,1628
20,Hermosa,3,19,57,1459
20,Hermosa,3,20,35,1470
20,Hermosa,3,21,38,1481
20,Hermosa,3,22,40,1742
20,Hermosa,3,23,19,1753
20,Hermosa,4,0,20,1860
20,Hermosa,4,1,18,1871
20,Hermosa,4,2,10,1702
20,Hermosa,4,3,11,1713
20,Hermosa,4,4,10,1724
20,Hermosa,4,5,10,1735
20,Hermosa,4,6,28,1496
20,Hermosa,4,7,45,1507
20,Hermosa,4,8,48,1518
20,Hermosa,4,9,44,1529
20,Hermosa,4,10,32,1540
20,Hermosa,4,11,36,1551
20,Hermosa,4,12,38,1562
20,Hermosa,4,13,41,1573
20,Hermosa,4,14,30,1584
20,Hermosa,4,15,32,1595
20,Hermosa,4,16,53,1606
20,Hermosa,4,17,57,1617
20,Hermosa,4,18,51,1628
20,Hermosa,4,19,55,1459
20,Hermosa,4,20,40,1470
20,Hermosa,4,21,36,1481
20,Hermosa,4,22,39,1742
20,Hermosa,4,23,18,1753
20,Hermosa,5,0,19,1960
20,Hermosa,5,1,21,1971
20,Hermosa,5,2,10,1802
20,Hermosa,5,3,10,1813
20,Hermosa,5,4,9,1824
20,Hermosa,5,5,10,1835
20,Hermosa,5,6,32,1596
20,Hermosa,5,7,43,1607
20,Hermosa,5,8,46,1618
20,Hermosa,5,9,42,1629
20,Hermosa,5,10,31,1640
20,Hermosa,5,11,40,1651
20,Hermosa,5,12,37,1662
20,Hermosa,5,13,39,1673
20,Hermosa,5,14,29,1684
20,Hermosa,5,15,31,1695
20,Hermosa,5,16,60,1706
20,Hermosa,5,17,55,1717
20,Hermosa,5,18,59,1728
20,Hermosa,5,19,53,1559
20,Hermosa,5,20,39,1570
20,Hermosa,5,21,35,1581
20,Hermosa,5,22,37,1842
20,Hermosa,5,23,21,1853
20,Hermosa,6,0,18,1960
20,Hermosa,6,1,19,1971
20,Hermosa,6,2,10,1802
20,Hermosa,6,3,9,1813
20,Hermosa,6,4,10,1824
20,Hermosa,6,5,9,1835
20,Hermosa,6,6,30,1596
20,Hermosa,6,7,39,1607
20,Hermosa,6,8,42,1618
20,Hermosa,6,9,45,1629
20,Hermosa,6,10,28,1640
20,Hermosa,6,11,37,1651
20,Hermosa,6,12,33,1662
20,Hermosa,6,13,36,1673
20,Hermosa,6,14,31,1684
20,Hermosa,6,15,28,1695
20,Hermosa,6,16,55,1706
20,Hermosa,6,17,50,1717
20,Hermosa,6,18,54,1728
20,Hermosa,6,19,57,1559
20,Hermosa,6,20,35,1570
20,Hermosa,6,21,38,1581
20,Hermosa,6,22,34,1842
20,Hermosa,6,23,19,1853
21,Avondale,0,0,38,1877
21,Avondale,0,1,34,1708
21,Avondale,0,2,19,1719
21,Avondale,0,3,20,1730
21,Avondale,0,4,18,1741
21,Avondale,0,5,19,1752
21,Avondale,0,6,53,1513
21,Avondale,0,7,84,1524
21,Avondale,0,8,76,1535
21,Avondale,0,9,82,1546
21,Avondale,0,10,60,1557
21,Avondale,0,11,67,1568
21,Avondale,0,12,72,1579
21,Avondale,0,13,65,1590
21,Avondale,0,14,56,1601
21,Avondale,0,15,60,1612
21,Avondale,0,16,99,1623
21,Avondale,0,17,107,1454
21,Avondale,0,18,96,1465
21,Avondale,0,19,104,1476
21,Avondale,0,20,75,1487
21,Avondale,0,21,68,1498
21,Avondale,0,22,73,1759
21,Avondale,0,23,35,1770
21,Avondale,1,0,38,1877
21,Avondale,1,1,41,1708
21,Avondale,1,2,19,1719
21,Avondale,1,3,20,1730
21,Avondale,1,4,18,1741
21,Avondale,1,5,20,1752
21,Avondale,1,6,64,1513
21,Avondale,1,7,85,1524
21,Avondale,1,8,91,1535
21,Avondale,1,9,83,1546
21,Avondale,1,10,60,1557
21,Avondale,1,11,67,1568
21,Avondale,1,12,72,1579
21,Avondale,1,13,77,1590
21,Avondale,1,14,57,1601
21,Avondale,1,15,61,1612
21,Avondale,1,16,100,1623
21,Avondale,1,17,108,1454
21,Avondale,1,18,115,1465
21,Avondale,1,19,105,1476
21,Avondale,1,20,76,1487
21,Avondale,1,21,69,1498
21,Avondale,1,22,74,1759
21,Avondale,1,23,41,1770
21,Avondale,2,0,37,1877
21,Avondale,2,1,39,1708
21,Avondale,2,2,18,1719
21,Avondale,2,3,19,1730
21,Avondale,2,4,21,1741
21,Avondale,2,5,19,1752
21,Avondale,2,6,62,1513
21,Avondale,2,7,82,1524
21,Avondale,2,8,88,1535
21,Avondale,2,9,94,1546
21,Avondale,2,10,58,1557
21,Avondale,2,11,77,1568
21,Avondale,2,12,69,1579
21,Avondale,2,13,75,1590
21,Avondale,2,14,54,1601
21,Avondale,2,15,59,1612
21,Avondale,2,16,114,1623
21,Avondale,2,17,104,1454
21,Avondale,2,18,111,1465
21,Avondale,2,19,100,1476
21,Avondale,2,20,73,1487
21,Avondale,2,21,78,1498
21,Avondale,2,22,71,1759
21,Avondale,2,23,40,1770
21,Avondale,3,0,35,1877
21,Avondale,3,1,38,1708
21,Avondale,3,2,21,1719
21,Avondale,3,3,19,1730
21,Avondale,3,4,20,1741
21,Avondale,3,5,18,1752
21,Avondale,3,6,59,1513
21,Avondale,3,7,93,1524
21,Avondale,3,8,84,1535
21,Avondale,3,9,90,1546
